username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_sku_1,Q_sku_2,Q_sku_3,Q_vic_1,Q_vic_2,Q_vic_3,Q_met_1,Q_met_2,Q_met_3,Q_mus_1,question1,Q_mus_2,Q_mus_3,Q_spa_1,Q_spa_2,Q_spa_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Skull Evolution Filter, memory questions","rt_Victorian High Street Filter, memory questions","rt_Science Experiment Filter, memory questions","rt_Reflections of an Artist Filter, memory questions","rt_Satellite Launcher Filter, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,"survey_page_changed_to_Reflections of an Artist Filter, memory questions","order_Reflections of an Artist Filter, memory questions","survey_page_changed_to_Skull Evolution Filter, memory questions","order_Skull Evolution Filter, memory questions","survey_page_changed_to_Science Experiment Filter, memory questions","order_Science Experiment Filter, memory questions","survey_page_changed_to_Victorian High Street Filter, memory questions","order_Victorian High Street Filter, memory questions","survey_page_changed_to_Satellite Launcher Filter, memory questions",internal_id,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"order_Satellite Launcher Filter, memory questions",rt_general info_1,"survey_page_changed_to_Skull Evolution Filter, memory questions_1","rt_Skull Evolution Filter, memory questions_1","survey_page_changed_to_Science Experiment Filter, memory questions_1","rt_Science Experiment Filter, memory questions_1","survey_page_changed_to_Satellite Launcher Filter, memory questions_1","rt_Satellite Launcher Filter, memory questions_1","survey_page_changed_to_Victorian High Street Filter, memory questions_1","rt_Victorian High Street Filter, memory questions_1",pageNumber,order_general info_1,testxr_participant_id,testxr_uuid,rt_general info_1_2,"order_Skull Evolution Filter, memory questions_1"
﻿,0,,,2023-12-14 14:30:50.235183,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5dcfaad2dd9a740c2493fc28,,,1,1,1,-2,1,1,1,1,1,1,,-2,-3,-1,1,-2,281,19,88,70,,59,58,255,,884,14m:44s,AnonymousUser,5dcfaad2dd9a740c2493fc28,64413b04f9885d4cc8821c4a,657b0fd258aa6b40695e397a,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5dcfaad2dd9a740c2493fc28&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b0fd258aa6b40695e397a,1,281,2,300,3,702,6,760,7,643,5,830,,388,19546,,,,,4,,,,,,,,,,,,None,e1d63426-4afc-42c0-b2ba-31dff6c19e2d,,
﻿,0,,,2023-12-14 14:30:58.396972,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,55d51a6b8ce09000127d4821,,,1,1,-2,-2,1,-2,1,-1,-3,1,,-2,-3,-3,1,1,14,9,3,27,25,23,,12,,137,2m:17s,AnonymousUser,55d51a6b8ce09000127d4821,64413beb7a2d6b000b31e13a,657b118804a4b3522310c81e,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=55d51a6b8ce09000127d4821&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b118804a4b3522310c81e,1,14,2,23,3,114,,74,6,51,5,26,4,101,19547,,,,,7,,,,,,,,,,,,None,529e120d-f768-4834-a363-d5b2262e5a9b,,
﻿,0,,,2023-12-14 14:33:49.497783,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5ee93e0226f9f0167b877dbe,,,1,1,-1,1,-1,-2,1,1,1,-2,,-3,-1,-1,-2,-1,9,4,7,30,31,23,,32,,156,2m:36s,AnonymousUser,5ee93e0226f9f0167b877dbe,64413b954466c8a7f2cb51d1,657b121d79618c853ed0567f,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5ee93e0226f9f0167b877dbe&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b121d79618c853ed0567f,1,9,2,13,3,136,,51,5,81,6,20,4,104,19548,,,,,7,,,,,,,,,,,,None,e506b8a2-0afb-41ed-8ebb-1ef008f37697,,
﻿,0,,,2023-12-14 14:34:39.417646,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,58eb950b87b3ee0001ef8ef3,,,-1,1,1,1,1,-2,1,1,-3,-3,,-3,1,1,-2,-2,43,12,22,42,48,,64,66,,364,6m:4s,AnonymousUser,58eb950b87b3ee0001ef8ef3,64413beb7a2d6b000b31e13a,657b104b2d4db429f4775501,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=58eb950b87b3ee0001ef8ef3&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b104b2d4db429f4775501,1,43,2,55,3,167,6,125,5,297,,77,4,231,19549,,,,,7,,,,,,,,,,,,None,ae51971a-cc3e-4773-9b92-c18e66b012d1,,
﻿,0,,,2023-12-14 14:37:34.324875,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,62fb792c089c2b4a4ec4b48b,,,1,-2,-2,-2,1,-2,-2,-3,1,-2,,-3,-3,-2,1,-3,17,21,5,20,28,22,,52,,210,3m:30s,AnonymousUser,62fb792c089c2b4a4ec4b48b,64413b04f9885d4cc8821c4a,657b13144eb237c787712a54,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=62fb792c089c2b4a4ec4b48b&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b13144eb237c787712a54,1,17,2,38,3,165,,145,7,123,6,43,4,71,19550,,,,,5,,,,,,,,,,,,None,8728bafd-2787-4004-ba11-230bf097b510,,
﻿,0,,,2023-12-14 14:42:16.647714,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5d9b02cd4ce5d302eb84801d,,,1,-3,-1,-2,1,-2,1,-3,-3,1,,1,-2,1,-2,-1,14,7,4,,18,20,30,22,,130,2m:10s,AnonymousUser,5d9b02cd4ce5d302eb84801d,64413beb7a2d6b000b31e13a,657b14273168fae0386f942e,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5d9b02cd4ce5d302eb84801d&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b14273168fae0386f942e,1,14,2,21,3,85,7,115,,25,4,45,5,63,19551,,,,,6,,,,,,,,,,,,None,5dc73592-67b0-4a01-9a26-d8d46c0bdd48,,
﻿,0,,,2023-12-14 14:45:07.345563,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5d435c546667d8001c638758,,,1,1,1,1,1,-2,-2,1,1,1,,1,1,-1,-3,-1,9,11,2,28,164,24,33,,,297,4m:57s,AnonymousUser,5d435c546667d8001c638758,64413b954466c8a7f2cb51d1,657b14cbe314c88867803061,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5d435c546667d8001c638758&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b14cbe314c88867803061,1,9,2,20,3,46,5,243,7,22,4,79,6,271,19552,,,,,,,,,,,,,,,,,None,d0bd7618-d1af-4ae4-969c-21b26eecd05a,,
﻿,0,,,2023-12-14 14:53:15.411632,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,60017449682ed3025a873e3d,,,1,-1,1,-3,1,1,1,-1,1,-1,,-3,1,-1,1,-3,6,5,2,,20,14,129,20,,219,3m:39s,AnonymousUser,60017449682ed3025a873e3d,64413beb7a2d6b000b31e13a,657b16c615175e544dcc01b0,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=60017449682ed3025a873e3d&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b16c615175e544dcc01b0,1,6,2,11,3,48,6,197,,34,5,177,7,13,19553,,,,,4,,,,,,,,,,,,None,0926c085-6b5d-4110-88ee-c04bdeea8869,,
﻿,0,,,2023-12-14 14:56:35.847617,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,6148fbe7c0cae76ed2c1657a,,,1,-3,-2,-1,-3,-2,1,-3,1,-3,,-3,-2,1,-2,1,4,1,2,28,34,23,44,,,197,3m:17s,AnonymousUser,6148fbe7c0cae76ed2c1657a,64413beb7a2d6b000b31e13a,657b178a8770b694bfd70fe3,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=6148fbe7c0cae76ed2c1657a&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b178a8770b694bfd70fe3,1,4,2,5,3,57,5,28,4,135,7,101,6,158,19554,7,6,13,14,,,,,,,,,,,,,None,79b1fd13-89f6-46f7-a377-32474eb1e843,,
﻿,0,,,2023-12-14 14:58:29.520886,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5bfaf20ecad1240001e8de8c,,,-3,1,-1,-3,-1,-3,1,-3,1,1,,-2,1,-2,1,1,26,6,6,47,40,47,49,,,269,4m:29s,AnonymousUser,5bfaf20ecad1240001e8de8c,64413b04f9885d4cc8821c4a,657b17d9a9354fdb0533723c,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5bfaf20ecad1240001e8de8c&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b17d9a9354fdb0533723c,1,26,2,32,3,173,7,38,4,126,6,85,5,222,19555,,,,,,,,,,,,,,,,,None,4d4acdb9-1541-4801-9af2-91d4f31a7290,,
﻿,0,,,2023-12-14 15:01:11.272303,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,6051570d959c53ccacb61130,,,1,1,-1,-3,,-2,1,1,1,1,,-2,-1,-2,1,1,4,13,2,22,22,16,,54,,147,2m:27s,AnonymousUser,6051570d959c53ccacb61130,64413beb7a2d6b000b31e13a,657b18a48f41c8a53ccc2adb,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=6051570d959c53ccacb61130&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b18a48f41c8a53ccc2adb,1,4,2,17,3,133,,19,4,95,6,111,7,41,19556,,,,,5,,,,,,,,,,,,None,0d6e91bd-c83d-4bc1-8a9a-f0b972ee63af,,
﻿,0,,,2023-12-14 15:02:41.945451,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,60b542b8fbb1a6a2678f5054,,,1,1,1,1,1,-2,1,1,1,-2,,-2,-1,1,1,-3,15,9,5,,81,50,48,31,1,275,4m:35s,AnonymousUser,60b542b8fbb1a6a2678f5054,64413b04f9885d4cc8821c4a,657b18f639cd76e85c54066d,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=60b542b8fbb1a6a2678f5054&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b18f639cd76e85c54066d,1,16,2,25,3,113,5,242,,161,6,31,4,211,19557,,,,,7,,,,,,,,,,,,None,31d1330e-ef86-48da-8587-b3f4fa4e36c2,,
﻿,0,,,2023-12-14 15:07:53.847951,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5fa1db108aaea037919570d4,,,1,1,1,-3,1,-2,-1,1,-2,1,,-2,-3,1,1,-1,7,4,3,16,,15,15,28,,104,1m:44s,AnonymousUser,5fa1db108aaea037919570d4,64413b04f9885d4cc8821c4a,657b1a3b99b5da84dfd91425,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5fa1db108aaea037919570d4&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b1a3b99b5da84dfd91425,1,7,2,11,3,46,6,29,5,14,4,89,,61,19558,,,,,7,,,,,,,,,,,,None,4a036f78-5805-4299-8e70-c68efd1057a2,,
﻿,0,,,2023-12-14 15:12:37.319643,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5d5dd0b30f64720001a43f68,,,1,1,-1,1,-1,-2,-2,1,1,1,,-3,-3,1,1,-1,3,17,3,,64,42,17,23,,191,3m:11s,AnonymousUser,5d5dd0b30f64720001a43f68,64413beb7a2d6b000b31e13a,657b1b520ceee495c4eb49b5,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5d5dd0b30f64720001a43f68&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b1b520ceee495c4eb49b5,1,3,2,20,3,153,7,170,,23,4,66,5,130,19559,,,,,6,,,,,,,,,,,,None,5a0fb712-c9d3-425e-92f3-3c09ac9f21c7,,
﻿,0,,,2023-12-14 15:18:01.785502,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63cf076501a713bf89f4395f,,,-1,1,-1,-3,-1,1,-3,-3,-3,-1,,-2,-1,1,-1,-3,25,17,6,29,12,17,,9,,122,2m:2s,AnonymousUser,63cf076501a713bf89f4395f,64413a0d54e71805ea2a1795,657b1c849dd29ccddfdcc800,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63cf076501a713bf89f4395f&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b1c849dd29ccddfdcc800,1,25,2,42,3,115,,48,4,98,7,77,5,89,19561,,,,,6,,,,,,,,,,,,None,b164b901-0b35-48dd-9bff-6beeaf477ebf,,
﻿,0,,,2023-12-14 15:18:27.660066,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5cae6a77b38ea60016e54889,,,-3,1,-1,-1,1,-3,1,1,1,-2,,-3,-1,1,-3,-3,4,13,6,59,86,,72,82,,392,6m:32s,AnonymousUser,5cae6a77b38ea60016e54889,64413b04f9885d4cc8821c4a,657b1c6ab887202ccba7c650,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5cae6a77b38ea60016e54889&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b1c6ab887202ccba7c650,1,4,2,17,3,24,4,264,7,323,,96,5,182,19562,,,,,6,,,,,,,,,,,,None,48ec3967-857e-464e-94a2-1b939231a6f4,,
﻿,0,,,2023-12-14 15:18:36.859550,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5fdb275b89ec4c606769b6c6,,,1,1,-2,-3,1,-2,1,1,-2,-2,,-1,1,-2,-2,1,9,15,5,28,,16,28,28,,194,3m:14s,AnonymousUser,5fdb275b89ec4c606769b6c6,64413beb7a2d6b000b31e13a,657b1cbb1df9ed04c2ccbc33,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5fdb275b89ec4c606769b6c6&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b1cbb1df9ed04c2ccbc33,1,9,2,24,3,102,7,58,5,86,6,130,,30,19563,,,,,4,,,,,,,,,,,,None,0ab632f1-572a-4556-957f-82c4971c6ed7,,
﻿,0,,,2023-12-14 15:26:45.654221,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,60eb2754cb0dd8c971cb2aeb,,,-3,-1,-1,-2,1,-2,-2,1,-1,-3,,-2,-1,-2,1,1,9,7,128,30,27,148,,59,,437,7m:17s,AnonymousUser,60eb2754cb0dd8c971cb2aeb,64413b04f9885d4cc8821c4a,657b1e83319075fb0ccb5f4b,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=60eb2754cb0dd8c971cb2aeb&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b1e83319075fb0ccb5f4b,1,9,2,16,3,408,,351,6,144,4,381,7,292,19564,,,,,5,,,,,,,,,,,,None,763262af-17d1-4650-b3a3-1756a96c6090,,
﻿,0,,,2023-12-14 15:27:14.024642,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,6065d9a37313414aa5c13d27,,,1,1,-1,-3,-1,-3,1,1,1,-3,,-2,1,1,-2,-3,13,5,7,33,,21,25,41,,200,3m:20s,AnonymousUser,6065d9a37313414aa5c13d27,64413b04f9885d4cc8821c4a,657b1ebdbea6e1a213493d56,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=6065d9a37313414aa5c13d27&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b1ebdbea6e1a213493d56,1,14,2,19,3,26,4,51,5,125,7,147,,84,19565,,,,,6,,,,,,,,,,,,None,ea508ee5-452d-4988-a51e-255dc73b322a,,
﻿,0,,,2023-12-14 15:28:53.346278,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,,,,,1,1,1,1,1,1,-1,-2,-3,,1,-1,1,-2,-1,5,3,2,27,33,25,32,,,174,2m:54s,AnonymousUser,62b2056617c5766ee39d2d83,64413b04f9885d4cc8821c4a,657b1efd42b64fcff1469871,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=62b2056617c5766ee39d2d83&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b1efd42b64fcff1469871,1,5,2,8,3,10,4,100,7,42,5,67,6,127,19566,,,,,,,,,,,,,,,,,None,bb37b674-7fbf-49a1-966f-d0ba8d1eb014,,
﻿,0,,,2023-12-14 15:31:53.470750,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,,,,1,1,-1,-2,1,-2,-2,,-1,-3,,-2,-3,-2,-2,-3,9,2,1,19,27,26,15,,,111,1m:51s,AnonymousUser,62b20c0065e9809e66d13fa5,64413a0d54e71805ea2a1795,657b1fbd0080940ea196f0d9,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=62b20c0065e9809e66d13fa5&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b1fbd0080940ea196f0d9,1,9,2,11,3,12,4,28,5,47,6,73,7,100,19567,,,,,,,,,,,,,,,,,None,289a3ce7-e36b-4e56-afc6-0adb5422834f,,
﻿,0,,,2023-12-14 15:35:24.725942,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63d142217463fa0625fb0c33,,,,-3,1,-1,-3,1,,-3,-3,-2,,1,-2,-1,-3,-1,5,6,9,12,16,18,9,,,82,1m:22s,AnonymousUser,63d142217463fa0625fb0c33,64413beb7a2d6b000b31e13a,657b20ae24a13ff2aa239d73,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63d142217463fa0625fb0c33&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b20ae24a13ff2aa239d73,1,5,2,11,3,67,7,38,5,20,4,51,6,76,19568,,,,,,,,,,,,,,,,,None,7ccb2e73-966b-4b8b-95ca-7e62fcc8e119,,
﻿,0,,,2023-12-14 15:36:51.969883,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63d196c147d1f420690e5b87,,,1,1,1,1,-1,-2,-2,-1,-1,1,,-3,-1,-1,-2,-2,62,19,5,37,,40,45,40,1,285,4m:45s,AnonymousUser,63d196c147d1f420690e5b87,64413b04f9885d4cc8821c4a,657b20c09896147d1afcf25e,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63d196c147d1f420690e5b87&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b20c09896147d1afcf25e,1,63,2,82,3,205,7,167,6,87,4,251,,127,19569,,,,,5,,,,,,,,,,,,None,ea0b1619-9d88-4053-be97-0466089ede50,,
﻿,0,,,2023-12-14 15:40:04.422132,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5979d62b1fc28a000191759a,,,1,1,-1,-3,1,-2,1,1,-3,-2,,-3,-3,-3,-2,-3,22,9,6,,35,23,115,49,,294,4m:54s,AnonymousUser,5979d62b1fc28a000191759a,64413beb7a2d6b000b31e13a,657b21b241c280e4326db814,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5979d62b1fc28a000191759a&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b21b241c280e4326db814,1,22,2,31,3,72,5,259,,236,7,37,4,187,19570,,,,,6,,,,,,,,,,,,None,5f7b2f38-418d-408c-a1db-5942f154b2da,,
﻿,0,,,2023-12-14 15:41:15.761317,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5b311fcea8327d0001000777,,,1,1,1,1,1,-2,1,1,1,-2,,1,-3,1,1,-1,13,8,10,,28,45,34,161,,345,5m:45s,AnonymousUser,5b311fcea8327d0001000777,64413b04f9885d4cc8821c4a,657b22036fcf8805efc9d994,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5b311fcea8327d0001000777&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b22036fcf8805efc9d994,1,13,2,21,3,239,6,302,,32,4,273,7,77,19571,,,,,5,,,,,,,,,,,,None,50b5e2e0-bc2a-4dbe-a6da-b840180629b3,,
﻿,0,,,2023-12-14 15:43:06.001287,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,63d7cc0e67b49c71dfca89da,,,1,1,-1,1,1,-2,-2,-2,-1,-3,,,,1,-3,-1,12,5,8,,42,19,155,71,,330,5m:30s,AnonymousUser,63d7cc0e67b49c71dfca89da,64413b954466c8a7f2cb51d1,657b20f123762560658ae510,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=63d7cc0e67b49c71dfca89da&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b20f123762560658ae510,1,12,2,17,3,25,4,312,,251,6,270,7,180,19573,,,,,5,,,,,,,,,,,,None,6aa7d42d-8750-4c8d-bbfd-b95550ad5111,,
﻿,0,,,2023-12-14 15:48:41.928829,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,62e2e4f64b127040b1db771e,,,1,1,1,-2,1,-2,-2,1,1,1,,-2,1,1,1,1,17,11,4,39,34,,47,81,,283,4m:43s,AnonymousUser,62e2e4f64b127040b1db771e,64413a0d54e71805ea2a1795,657b23c3a37332f262a7e13b,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=62e2e4f64b127040b1db771e&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b23c3a37332f262a7e13b,1,17,2,28,3,153,6,113,5,234,,200,7,32,19574,,,,,4,,,,,,,,,,,,None,caac9f8c-3196-457f-8d2f-37ec41b4c9ad,,
﻿,0,,,2023-12-14 15:54:58.667143,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63ced898ebd3ce898ec80299,,,1,,-1,1,1,1,-2,-2,1,-3,,-3,-3,-2,-2,-2,43,21,12,60,49,53,,44,65,334,5m:34s,AnonymousUser,63ced898ebd3ce898ec80299,64413a0d54e71805ea2a1795,657b251391e456366c63959b,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63ced898ebd3ce898ec80299&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b251391e456366c63959b,1,43,2,69,3,287,,81,4,234,7,185,6,141,19575,67,2,,,5,2,,,,,,,,,,,None,6b24efe9-ec88-4889-b94f-53e8f615c509,,
﻿,0,,,2023-12-14 15:57:34.591778,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,6071a3faff84952d04771a21,,,1,-3,-2,1,-1,-2,1,1,1,1,,-2,1,1,-2,-3,23,10,6,13,38,,45,56,,223,3m:43s,AnonymousUser,6071a3faff84952d04771a21,64413b04f9885d4cc8821c4a,657b25ce2482f28df3e7d9cd,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=6071a3faff84952d04771a21&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b25ce2482f28df3e7d9cd,1,23,2,33,3,133,6,178,7,191,,95,5,39,19576,,,,,4,,,,,,,,,,,,None,0cd82086-60da-4d43-b8f2-676497f7aa86,,
﻿,0,,,2023-12-14 16:01:11.635387,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63cedbbe158c7caa960e79a7,,,-2,1,-1,-3,-1,1,-2,-2,-1,-1,,1,1,1,-1,1,6,9,3,18,42,238,239,,,674,11m:14s,AnonymousUser,63cedbbe158c7caa960e79a7,64413beb7a2d6b000b31e13a,657b26a44a9632cf77578d7d,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63cedbbe158c7caa960e79a7&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b26a44a9632cf77578d7d,1,6,2,15,3,36,4,513,6,275,5,531,7,573,19577,18,1,19,17,,,,,,,,,,,,,None,9ae14f52-b8de-42b4-9594-c7caf68d2c16,,
﻿,0,,,2023-12-14 16:02:49.875871,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5cab22cd68194f001511b2d6,,,-3,1,-1,-3,1,-2,1,1,1,-3,,-2,1,1,-2,-1,6,7,2,40,22,30,,23,,161,2m:41s,AnonymousUser,5cab22cd68194f001511b2d6,64413beb7a2d6b000b31e13a,657b271a39cd76e85c540a1b,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5cab22cd68194f001511b2d6&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b271a39cd76e85c540a1b,1,6,2,13,3,130,,45,5,15,4,108,7,85,19578,,,,,6,,,,,,,,,,,,None,6602b2bc-0d09-4fbc-85a4-4ced9a088a99,,
﻿,0,,,2023-12-14 16:06:36.310074,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,60ccf8132d00b57fbb70fa5c,,,1,1,1,-1,1,-2,1,1,1,1,,-2,1,-2,-2,-1,5,11,2,39,30,25,48,,,195,3m:15s,AnonymousUser,60ccf8132d00b57fbb70fa5c,64413b954466c8a7f2cb51d1,657b27ff449ffd73f74c99fd,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=60ccf8132d00b57fbb70fa5c&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b27ff449ffd73f74c99fd,1,5,2,16,3,18,4,66,5,105,6,130,7,160,19579,,,,,,,,,,,,,,,,,None,63e5b5a4-bed5-4240-ae52-bb59c8c453f8,,
