username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_res_1,Q_res_2,Q_res_3,Q_hum_1,Q_hum_2,Q_hum_3,Q_ani_1,Q_ani_2,Q_ani_3,Q_lif_1,Q_lif_2,Q_lif_3,Q_dee_1,Q_dee_2,Q_dee_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Restoring a Coral Reef, memory questions","rt_Hummingbird, memory questions","rt_Animal Encounter, memory questions","rt_Life of a Tree, memory questions","rt_Restoring a Coral Reef, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"survey_page_changed_to_Restoring a Coral Reef, memory questions","order_Restoring a Coral Reef, memory questions","survey_page_changed_to_Hummingbird, memory questions","order_Hummingbird, memory questions","survey_page_changed_to_Animal Encounter, memory questions","order_Animal Encounter, memory questions","survey_page_changed_to_Life of a Tree, memory questions","order_Life of a Tree, memory questions","survey_page_changed_to_Restoring a Coral Reef, memory questions_1",internal_id,"rt_Restoring a Coral Reef, memory questions_1","survey_page_changed_to_Hummingbird, memory questions_1","rt_Hummingbird, memory questions_1","survey_page_changed_to_Restoring a Coral Reef, memory questions_1_2","rt_Restoring a Coral Reef, memory questions_1_2",rt_general info_1,pageNumber,order_general info_1,order_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,"survey_page_changed_to_Restoring a Coral Reef, memory questions_1_2_3","rt_Restoring a Coral Reef, memory questions_1_2_3","survey_page_changed_to_Life of a Tree, memory questions_1","rt_Life of a Tree, memory questions_1","survey_page_changed_to_Animal Encounter, memory questions_1","rt_Animal Encounter, memory questions_1",survey_page_changed_to_demographics_1_2,rt_demographics_1_2,testxr_participant_id,testxr_uuid,survey_page_changed_to_general info_1,rt_general info_1_2,survey_page_changed_to_demographics_1_2_3,rt_demographics_1_2_3
﻿,0,,,2023-06-25 18:37:03.865186,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,5f207c8b6c71a1140fb70df5,,,1,-2,1,1,-1,1,1,1,-1,-1,1,-3,1,-3,1,18,2,3,43,34,,54,43,,227,3m:47s,AnonymousUser,5f207c8b6c71a1140fb70df5,647e18032426740806fd3334,64987b2345cc88f3e9169ce7,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=5f207c8b6c71a1140fb70df5&STUDY_ID=647e18032426740806fd3334&SESSION_ID=64987b2345cc88f3e9169ce7,None,45239ef1-b681-4127-a2ab-7bae6e967f29,1,18,2,20,3,23,16,39,10,49,4,146,6,201,,92,5,180,18490,21,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-26 00:27:27.820689,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,60fc88d576272f27df57ac70,,,1,-1,1,-1,-2,1,1,1,1,1,1,1,-3,-2,-2,7,6,10,94,17,21,,94,,197,3m:17s,AnonymousUser,60fc88d576272f27df57ac70,647e18032426740806fd3334,6498cd522b00612e22ac73fc,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=60fc88d576272f27df57ac70&STUDY_ID=647e18032426740806fd3334&SESSION_ID=6498cd522b00612e22ac73fc,None,6b914bf7-0ff8-462a-a716-a2dc98ee65af,1,7,2,13,3,,,,,23,4,117,5,134,6,180,,155,18493,25,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-26 01:22:43.290505,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,,,,-2,1,1,1,-2,-1,-3,-3,-2,1,-2,1,-2,1,-1,5,5,2,21,,20,23,21,22,136,2m:16s,AnonymousUser,60fd88049507bf9b9f774f2f,647e18032426740806fd3334,6498da46def2fcb42d3196d9,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=60fd88049507bf9b9f774f2f&STUDY_ID=647e18032426740806fd3334&SESSION_ID=6498da46def2fcb42d3196d9,None,e36202ec-796b-4220-a6dd-fa80eccc7d14,1,5,2,10,3,12,10,34,3,37,4,121,,58,5,78,6,101,18494,20,,,,,8,,,,,,,,,,,,30,4,,,,,,
﻿,0,,,2023-06-26 05:11:11.203902,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,,,,-1,,1,1,1,1,1,1,-2,-1,1,1,-2,,-2,8,3,4,10,36,,31,10,,101,1m:41s,AnonymousUser,63e52dbdcdee07bcdb0e7da4,647e18032426740806fd3334,64990fcc510fa39fa5dac19e,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=63e52dbdcdee07bcdb0e7da4&STUDY_ID=647e18032426740806fd3334&SESSION_ID=64990fcc510fa39fa5dac19e,None,f974fd7e-ef2d-4350-9512-aae27926b5cb,1,8,2,11,3,,,,,82,6,15,4,96,,51,5,92,18495,4,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-10-27 09:26:07.665850,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,4444,,,-1,-1,-2,-1,-1,,1,-3,-1,,-3,-2,1,1,-2,3,4,1,3,4,2,2,3,,21,0m:21s,AnonymousUser,{{%PROLIFIC_PID%}},{{%STUDY_ID%}},{{%SESSION_ID%}},https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID={{%PROLIFIC_PID%}}&STUDY_ID={{%STUDY_ID%}}&SESSION_ID={{%SESSION_ID%}},,,1,3,2,7,3,,,,,16,7,8,4,14,6,12,5,19,19238,,,,,,,,,,,,,,,,,,,,None,e0935a9f-7535-4e5d-abd8-40805374ae9a,,,,
﻿,0,,,2023-10-27 09:30:46.697828,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,56,,,,,,,,,,,,,,,,,,5,3,1,1,,,1,1,,12,0m:12s,AnonymousUser,{{%PROLIFIC_PID%}},{{%STUDY_ID%}},{{%SESSION_ID%}},https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID={{%PROLIFIC_PID%}}&STUDY_ID={{%STUDY_ID%}}&SESSION_ID={{%SESSION_ID%}},,,1,5,2,8,3,,,,,9,4,10,5,11,7,10,6,11,19239,,,,,,,,,,,,,,,,,,,,None,4fdf26e0-42ff-49bd-8dc9-b99a53fac531,,,,
﻿,0,,,2023-10-27 09:31:47.692806,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,89,,,,,,,,,,,,,,,,,,4,3,1,1,,1,,1,,10,0m:10s,AnonymousUser,{{%PROLIFIC_PID%}},{{%STUDY_ID%}},{{%SESSION_ID%}},https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID={{%PROLIFIC_PID%}}&STUDY_ID={{%STUDY_ID%}}&SESSION_ID={{%SESSION_ID%}},,,1,4,2,7,3,,,,,8,4,10,,9,5,10,6,9,19240,,,,,,,,,,,,,,,,,,,,None,7dfe8b28-1fd2-4b3f-8974-2e7da0251522,,,,
﻿,0,,,2023-10-27 09:32:46.239353,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,9999,,,,,,,,,,,,,,,,,,3,4,1,1,1,,,1,,12,0m:12s,AnonymousUser,{{%PROLIFIC_PID%}},{{%STUDY_ID%}},{{%SESSION_ID%}},https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID={{%PROLIFIC_PID%}}&STUDY_ID={{%STUDY_ID%}}&SESSION_ID={{%SESSION_ID%}},,,1,3,2,7,3,,,,,8,4,10,6,10,5,11,7,11,19241,,,,,,,,,,,,,,,,,,,,None,01bf5f11-49c9-475b-af55-7d53688ca256,,,,
﻿,0,,,2023-12-15 07:29:43.420204,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,616ca5967d36f0000bd47b78,,,-1,-3,1,-3,1,1,1,1,-2,-3,1,-3,,-1,-3,5,5,11,21,23,12,,21,,114,1m:54s,AnonymousUser,616ca5967d36f0000bd47b78,647e17c51e8a3d081bc279dc,657c0057536ad72849207188,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=616ca5967d36f0000bd47b78&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c0057536ad72849207188,,,1,5,2,10,3,,,,,44,5,21,4,65,6,105,,77,19649,28,,,,,,,,,,,,,,,,,,,None,cf8e881f-12c3-4bb9-b50c-17dd7fe70f98,,,,
﻿,0,,,2023-12-15 07:30:07.411468,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5b5cff1c9351420001b78419,,,-2,1,-1,-3,1,-1,1,-1,1,1,-2,1,-1,-1,1,10,6,6,26,,27,82,26,,227,3m:47s,AnonymousUser,5b5cff1c9351420001b78419,647e17c51e8a3d081bc279dc,657c001ffad0b6df2c3f0baa,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5b5cff1c9351420001b78419&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c001ffad0b6df2c3f0baa,,,1,10,2,16,3,,,,,104,5,202,,175,6,22,4,130,19650,45,,,,,,,,,,,,,,,,,,,None,acdef926-e529-48a4-a168-a5af075324e0,,,,
﻿,0,,,2023-12-15 07:30:23.853117,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5d8cef3c28e183001a335ab0,,,-1,-3,-2,-1,-2,-2,1,1,1,1,1,1,1,1,1,13,6,127,27,,23,18,27,,254,4m:14s,AnonymousUser,5d8cef3c28e183001a335ab0,647e1923e8479d52e088a84c,657c003f85755b0383ae5633,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5d8cef3c28e183001a335ab0&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657c003f85755b0383ae5633,,,1,13,2,19,3,,,,,146,4,240,,191,6,173,5,214,19651,26,,,,,,,,,,,,,,,,,,,None,93c29c2b-a5e1-4a02-be4e-16cb6aecd7fc,,,,
﻿,0,,,2023-12-15 07:31:15.920785,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5c7ecfbb4243370001ed2f0e,,,-1,-2,-2,-3,1,1,1,1,-2,1,-2,1,-2,-1,-1,7,9,9,118,22,158,30,118,,398,6m:38s,AnonymousUser,5c7ecfbb4243370001ed2f0e,647e17c51e8a3d081bc279dc,657c00aefc7413fa537c5e2b,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5c7ecfbb4243370001ed2f0e&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c00aefc7413fa537c5e2b,,,1,7,2,16,3,,,,,237,7,57,5,79,6,26,4,355,19652,,,,,,,,,,,,,,,,,,,,None,50a6a53c-e496-4dfe-b7bd-dd4acf00f4f6,,,,
﻿,0,,,2023-12-15 07:31:29.295865,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,62d793b216e1b007c88f156f,,,1,1,1,-3,-2,1,1,-3,1,-2,1,1,1,1,-2,23,9,7,43,16,,26,43,,179,2m:59s,AnonymousUser,62d793b216e1b007c88f156f,647e17c51e8a3d081bc279dc,657c0075225ee9fba3a09e3a,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=62d793b216e1b007c88f156f&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c0075225ee9fba3a09e3a,,,1,23,2,32,3,,,,,39,4,138,6,154,,82,5,108,19653,30,,,,,,,,,,,,,,,,,,,None,be672c41-54ab-4d7e-9bb0-0ad7ab745c73,,,,
﻿,0,,,2023-12-15 07:33:03.440952,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,63d423b81f5e313b9958723c,,,1,-2,-3,1,-1,-2,1,1,1,1,1,1,-2,1,-3,13,11,7,36,21,39,25,36,,202,3m:22s,AnonymousUser,63d423b81f5e313b9958723c,647e17c51e8a3d081bc279dc,657c011885755b0383ae566e,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=63d423b81f5e313b9958723c&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c011885755b0383ae566e,,,1,13,2,24,3,,,,,92,6,71,5,31,4,129,7,154,19654,,,,,,,,,,,,,,,,,,,,None,46bf57c4-bd95-49c7-98ac-ca580da6ffbd,,,,
﻿,0,,,2023-12-15 07:33:52.270138,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5d012930cfeb82001817c9c9,,,1,-2,1,1,1,-2,-2,1,1,1,1,1,1,-2,-2,16,12,1,25,53,,25,25,,205,3m:25s,AnonymousUser,5d012930cfeb82001817c9c9,647e17c51e8a3d081bc279dc,657c013bf6e17e695207fde8,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5d012930cfeb82001817c9c9&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c013bf6e17e695207fde8,,,1,16,2,28,3,,,,,29,4,93,5,172,,147,6,54,19656,39,,,,,,,,,,,,,,,,,,,None,b925e789-3e54-419c-956a-b9eb8920e3b2,,,,
﻿,0,,,2023-12-15 07:39:35.101998,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,60cfcb4c402bc3a7ff5d8f3d,,,-2,-3,1,1,1,1,1,1,-3,-2,-1,-1,1,1,-2,10,7,7,42,28,31,30,42,,188,3m:8s,AnonymousUser,60cfcb4c402bc3a7ff5d8f3d,647e17c51e8a3d081bc279dc,657c02932b8158b151837523,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=60cfcb4c402bc3a7ff5d8f3d&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c02932b8158b151837523,,,1,11,2,18,3,,,,,83,6,25,4,125,7,53,5,156,19661,,,,,,,,,,,,,,,,,,,,None,22174810-a8bd-4ed3-ba67-d7ea4947a066,,,,
﻿,0,,,2023-12-15 07:41:35.187460,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,61153a27f2c583ec7d0c0b0f,,,1,-1,1,-2,1,-2,-3,1,1,-2,-3,1,-2,-2,-3,7,14,4,28,21,28,,28,,145,2m:25s,AnonymousUser,61153a27f2c583ec7d0c0b0f,647e1923e8479d52e088a84c,657c031fa69bf7c29f23bdcf,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=61153a27f2c583ec7d0c0b0f&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657c031fa69bf7c29f23bdcf,,,1,7,2,21,3,,,,,54,5,82,6,26,4,126,,103,19663,23,,,,,,,,,,,,,,,,,,,None,83af806f-ef49-488f-98e1-dfbffe228f1b,,,,
﻿,0,,,2023-12-15 07:42:08.609131,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,614769c080877000c8de42ee,,,-1,-3,1,-2,1,1,-2,-1,1,-2,1,1,-1,-3,-1,21,10,5,46,36,66,40,46,,293,4m:53s,AnonymousUser,614769c080877000c8de42ee,647e1923e8479d52e088a84c,657c0330c49d4c02918c54c9,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=614769c080877000c8de42ee&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657c0330c49d4c02918c54c9,,,1,21,2,31,3,,,,,178,7,36,4,72,5,138,6,224,19664,,,,,,,,,,,,,,,,,,,,None,956b13cc-9413-4139-8090-99db67901910,,,,
﻿,0,,,2023-12-15 07:42:39.666907,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,,,,1,1,1,1,1,1,1,-3,1,1,1,1,1,-3,1,7,3,2,427,281,164,89,427,,1008,16m:48s,AnonymousUser,63ffcb367b500c516d0648a2,647e17c51e8a3d081bc279dc,657c035dd65ed9b163e336a8,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=63ffcb367b500c516d0648a2&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c035dd65ed9b163e336a8,,,1,7,2,10,3,,,,,12,4,439,5,720,6,884,7,973,19665,,,,,,,,,,,,,,,,,,,,None,23fb6ace-c92c-4bf3-b21a-51dff190004a,,,,
﻿,0,,,2023-12-15 07:43:09.132499,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5e2db0f07dc16b3a611516bd,,,1,-3,1,-3,-1,1,1,-1,-2,1,-2,-1,-3,-3,-3,14,5,5,14,20,,10,14,,81,1m:21s,AnonymousUser,5e2db0f07dc16b3a611516bd,647e17c51e8a3d081bc279dc,657c0378c8798c6608bcf593,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5e2db0f07dc16b3a611516bd&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c0378c8798c6608bcf593,,,1,14,2,19,3,,,,,45,5,24,4,75,,59,6,69,19666,6,,,,,,,,,,,,,,,,,,,None,9141b0a5-e515-4cda-9231-b45096d187cd,,,,
﻿,0,,,2023-12-15 07:43:27.962541,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,62e16eb3f358a3349f049b50,,,-2,-1,1,-1,1,1,1,1,1,-2,-2,1,-2,-3,1,4,7,6,37,12,27,,37,11,136,2m:16s,AnonymousUser,62e16eb3f358a3349f049b50,647e1923e8479d52e088a84c,657c03940c807b69681c010a,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=62e16eb3f358a3349f049b50&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657c03940c807b69681c010a,,,1,4,2,20,3,19,1,,,27,4,91,6,64,5,118,,103,19667,15,,,,,8,,,,,,,,,,,,,,None,dd714fad-a1fe-4d66-9c01-32e8c03545eb,,,,
﻿,0,,,2023-12-15 07:44:47.055515,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,,,,-2,-3,-1,1,-3,-2,-1,-2,1,-3,-2,-2,-1,-3,-3,17,2,4,13,12,9,,13,,73,1m:13s,AnonymousUser,6126be8b50ab72b50028f62e,647e1923e8479d52e088a84c,657c03d5e4bdac769b3c3b85,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=6126be8b50ab72b50028f62e&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657c03d5e4bdac769b3c3b85,,,1,17,2,19,3,,,,,32,5,56,6,23,4,68,,45,19669,11,,,,,,,,,,,,,,,,,,,None,b50db982-3349-4cf8-bf4b-24a440d60794,,,,
﻿,0,,,2023-12-15 07:47:36.082651,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5d9682f2f9927600172808d7,,,-3,1,-1,-3,1,-1,1,1,1,-2,1,1,-2,-2,-3,12,8,3,27,24,21,27,27,,130,2m:10s,AnonymousUser,5d9682f2f9927600172808d7,647e1923e8479d52e088a84c,657c04877e8e06fe990cafd5,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5d9682f2f9927600172808d7&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657c04877e8e06fe990cafd5,,,1,12,2,20,3,,,,,74,6,50,5,101,7,23,4,122,19674,,,,,,,,,,,,,,,,,,,,None,8224132a-27dd-4e7b-9651-a15816e36833,,,,
﻿,0,,,2023-12-15 07:47:38.781935,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5f001a2d0b6653114dd57c63,,,-2,1,-1,-2,1,1,1,1,1,-2,-3,,-2,-2,1,21,15,8,27,37,,26,27,,190,3m:10s,AnonymousUser,5f001a2d0b6653114dd57c63,647e17c51e8a3d081bc279dc,657c047e7e8e06fe990cafd4,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5f001a2d0b6653114dd57c63&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c047e7e8e06fe990cafd4,,,1,21,2,36,3,,,,,81,5,44,4,164,,138,6,108,19675,30,,,,,,,,,,,,,,,,,,,None,8458caaf-6a10-40d7-8f78-9509ed683c79,,,,
﻿,0,,,2023-12-15 07:48:21.183883,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5ec509f11a1793424f0b8ee4,,,1,-1,-3,1,-2,,-3,1,1,-2,-1,-1,-2,1,-2,11,13,8,33,18,36,39,33,,200,3m:20s,AnonymousUser,5ec509f11a1793424f0b8ee4,647e17c51e8a3d081bc279dc,657c04b1a69bf7c29f23bdf2,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5ec509f11a1793424f0b8ee4&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c04b1a69bf7c29f23bdf2,,,1,11,2,24,3,,,,,107,6,140,7,71,5,32,4,158,19676,,,,,,,,,,,,,,,,,,,,None,49fafb7d-37e8-4695-b77c-dc1d28cd2928,,,,
﻿,0,,,2023-12-15 07:49:44.779170,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5eea8c81e1959f14a3999921,,,1,-2,-3,-3,-1,-1,-3,-3,-3,1,-2,1,-1,-3,1,40,10,13,14,,12,24,14,,137,2m:17s,AnonymousUser,5eea8c81e1959f14a3999921,647e17c51e8a3d081bc279dc,657c04eb85755b0383ae5708,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5eea8c81e1959f14a3999921&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c04eb85755b0383ae5708,,,1,40,2,50,3,,,,,87,5,129,,117,6,63,4,101,19679,16,,,,,,,,,,,,,,,,,,,None,461540cb-535a-4f7f-996c-637f1b64081a,,,,
﻿,0,,,2023-12-15 08:00:04.499579,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,56b4b530b2de2a000632cc5f,,,1,1,-2,1,1,-1,1,-2,-2,-1,-1,-1,-2,-1,-2,5,5,5,19,19,24,29,19,,137,2m:17s,AnonymousUser,56b4b530b2de2a000632cc5f,647e17c51e8a3d081bc279dc,657c077826516013201c7253,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=56b4b530b2de2a000632cc5f&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c077826516013201c7253,,,1,5,2,10,3,,,,,44,5,63,6,82,7,15,4,106,19683,,,,,,,,,,,,,,,,,,,,None,f11d1bad-9cb0-4a65-9f0f-675ec8895362,,,,
﻿,0,,,2023-12-15 08:42:24.846832,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5b7467ea50075a0001107043,,,1,-2,-3,-1,-3,1,1,1,1,-2,-1,-1,-2,-1,1,212,8,3,28,19,37,29,28,,539,8m:59s,AnonymousUser,5b7467ea50075a0001107043,647e1923e8479d52e088a84c,657c1093e46d75152bf0bb7c,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5b7467ea50075a0001107043&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657c1093e46d75152bf0bb7c,,,1,212,2,220,3,,,,,260,5,288,6,223,4,307,7,336,19696,,,,,,,,,,,,,,,,,,,,None,25d882c6-0d76-4c23-9ba7-2032b15471a2,,,,
﻿,0,,,2023-12-15 08:49:11.240820,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,61517957a9ccf240eb5e5231,,,-3,1,1,1,1,-2,1,1,1,-1,1,1,-2,-3,1,24,41,1,39,19,,19,39,,180,3m:0s,AnonymousUser,61517957a9ccf240eb5e5231,647e1923e8479d52e088a84c,657c12e5fb8b312e6fc3a39f,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=61517957a9ccf240eb5e5231&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657c12e5fb8b312e6fc3a39f,,,1,24,2,66,3,,,,,67,4,125,6,165,,106,5,144,19699,21,,,,,,,,,,,,,,,,,,,None,aea5d467-a29e-4ff1-b57f-f3542d5ad758,,,,
﻿,0,,,2023-12-15 08:49:26.150396,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,62e02318101ad6c492c5cf36,,,-1,1,1,1,-1,1,1,1,1,1,1,-1,-3,1,1,29,11,5,38,21,40,,38,,187,3m:7s,AnonymousUser,62e02318101ad6c492c5cf36,647e17c51e8a3d081bc279dc,657c12edab0b3146cdb26c2e,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=62e02318101ad6c492c5cf36&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c12edab0b3146cdb26c2e,,,1,29,2,40,3,,,,,45,4,123,6,83,5,170,,144,19701,26,,,,,,,,,,,,,,,,,,,None,87c5cd91-a71c-480f-ac44-ee3bfd4befd3,,,,
﻿,0,,,2023-12-15 08:51:55.612565,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,63038b2eaffacfbe936164c1,,,1,-1,-1,1,-1,-1,-3,1,1,1,1,1,-1,1,-3,11,5,3,24,21,19,20,24,,126,2m:6s,AnonymousUser,63038b2eaffacfbe936164c1,647e17c51e8a3d081bc279dc,657c1399c3651c124e9965d1,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=63038b2eaffacfbe936164c1&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657c1399c3651c124e9965d1,,,1,11,2,16,3,,,,,39,5,63,6,19,4,84,7,104,19706,,,,,,,,,,,,,,,,,,,,None,7eb489a3-b823-450f-ad5b-c719d89fd65a,,,,
